Actual class,pedestrian-back, pedestrian-front, pedestrian-left, pedestrian-right, winner
pedestrian-front-420.jpg,0.257503530051,-0.397270701129,0.534885300466,1.14072079467,pedestrian-right
pedestrian-left-438.jpg,0.79624333569,0.676156796343,-0.935190623524,-0.21101393913,pedestrian-back
pedestrian-right-417.jpg,-0.251502396354,-0.230927324607,-0.483808783492,-1.57499443245,pedestrian-front
pedestrian-front-428.jpg,-1.21880826491,-0.154070206856,-0.326516437573,-0.544013101937,pedestrian-front
pedestrian-front-423.jpg,-1.98991674363,-0.270875434301,-0.402205062234,1.38627787965,pedestrian-right
pedestrian-right-414.jpg,1.0889691011,0.0136874715758,0.862579704695,-0.727092366653,pedestrian-back
pedestrian-left-437.jpg,-0.0334414164419,-0.117202890367,1.49477448522,-0.635594953699,pedestrian-left
pedestrian-left-412.jpg,0.0976273237113,0.495107125903,0.0914843446882,1.14304634428,pedestrian-right
pedestrian-left-428.jpg,1.60139022747,-0.298267009715,-1.24620241698,0.184210952774,pedestrian-back
pedestrian-back-414.jpg,-1.12290878837,-0.1644688278,0.220138070135,0.166863450192,pedestrian-left
pedestrian-back-407.jpg,-0.557477653609,-1.354670765,-1.69527434117,2.15069738762,pedestrian-right
pedestrian-right-438.jpg,-0.0570629023494,-0.51487230235,0.212246677307,0.654813523907,pedestrian-right
pedestrian-back-402.jpg,-1.37560037004,0.143974888086,-1.49615586277,1.42332193439,pedestrian-right
pedestrian-left-421.jpg,-0.578375305906,0.23438871715,0.447645330417,-0.748141186439,pedestrian-left
pedestrian-right-413.jpg,1.8113383327,0.604258214136,-0.904387846575,0.0976833432096,pedestrian-back
pedestrian-right-437.jpg,0.528242571766,0.492482891443,0.686415592542,0.128527577604,pedestrian-left
pedestrian-left-411.jpg,0.884449397319,0.689754742724,-0.959284058153,-0.208445607053,pedestrian-back
pedestrian-back-415.jpg,1.02152086436,1.6373315005,-0.427008103609,-0.14228069772,pedestrian-front
pedestrian-front-438.jpg,0.272230961575,-0.649190873032,-0.740661558918,1.23849983158,pedestrian-right
pedestrian-left-431.jpg,0.104436912371,0.520720922829,1.74568570579,0.240252861074,pedestrian-left
pedestrian-back-425.jpg,-1.46419558289,0.211341059201,0.448795695448,1.31325208767,pedestrian-right
pedestrian-left-424.jpg,0.673727850458,-0.107925270629,-0.246443578878,-0.509481684455,pedestrian-back
pedestrian-front-408.jpg,0.452594748901,-1.08430397482,-1.00723177655,1.47368392695,pedestrian-right
pedestrian-back-403.jpg,-0.188801287329,-0.709550349172,-0.91592618535,-0.183765949175,pedestrian-right
pedestrian-back-424.jpg,0.470919913527,-0.39308288913,0.765001730052,-1.68301066653,pedestrian-left
pedestrian-back-442.jpg,-0.479526564736,0.152955534615,-0.261316009815,0.270715490302,pedestrian-right
pedestrian-left-442.jpg,0.228914887306,-0.888746339088,-0.471081481665,1.3601277936,pedestrian-right
pedestrian-right-411.jpg,1.09154992771,0.066818780394,0.668318694376,-0.230748640182,pedestrian-back
pedestrian-front-440.jpg,1.41195957293,0.915241692263,-0.105470002124,0.673766433408,pedestrian-back
pedestrian-left-401.jpg,0.0460029056588,1.31949849323,1.51179574843,-1.64291671394,pedestrian-left
pedestrian-right-445.jpg,0.532772682084,0.350226650266,-0.419832378992,-0.172267522912,pedestrian-back
pedestrian-front-413.jpg,-0.651264687271,-1.08148572011,-0.605733302449,1.61548191344,pedestrian-right
pedestrian-right-412.jpg,1.1467775635,-0.0712052981369,1.02078840057,-2.05534100045,pedestrian-back
pedestrian-front-437.jpg,0.98639100051,0.506735754673,0.629554213692,1.83341586425,pedestrian-right
pedestrian-left-439.jpg,-0.108914194991,1.13111219391,-0.100494427016,-0.505951425916,pedestrian-front
pedestrian-front-431.jpg,0.157379869515,-1.55105955028,-0.871478893357,1.52354435809,pedestrian-right
