Actual class,pedestrian-back-vs-front,pedestrian-back-vs-left,pedestrian-back-vs-right,pedestrian-front-vs-left,pedestrian-front-vs-right,pedestrian-left-vs-right,class-pedestrian-back-count,class-pedestrian-front-count,class-pedestrian-left-count,class-pedestrian-right-count,winner
pedestrian-front-420.jpg,2.33338168133,-2.79596874212,-2.65472956631,0.401830660787,0.695490763778,-0.324800893882,1,2,1,2,pedestrian-front
pedestrian-left-438.jpg,3.62241029232,-0.42247713497,-3.54302551102,0.231062273752,1.06613936964,-3.10249660182,1,2,1,2,pedestrian-front
pedestrian-right-417.jpg,-0.624908827683,-1.1436175137,2.28778184986,-3.32151122389,1.31609366171,7.29481562583,1,2,3,0,pedestrian-front
pedestrian-front-428.jpg,1.09442151225,3.20625684667,-0.886730001025,1.40739356666,1.50157511292,1.90835749307,2,2,1,1,pedestrian-back
pedestrian-front-423.jpg,11.0443463654,-3.13051962388,-4.5081737981,-2.61029847829,0.771579451361,0.698802225623,1,1,3,1,pedestrian-left
pedestrian-right-414.jpg,-1.77998187035,2.3431788501,3.37008586315,0.826020442105,-4.10448290348,1.22992821516,2,2,1,1,pedestrian-back
pedestrian-left-437.jpg,0.274142679736,-1.08349345273,1.60170237797,2.11105983524,3.90284750801,0.124114837757,2,2,2,0,pedestrian-back
pedestrian-left-412.jpg,1.39057357006,0.930944310755,0.0786830137126,0.000256200792174,3.12899629739,-0.749181803766,3,2,0,1,pedestrian-back
pedestrian-left-428.jpg,-1.19767871842,-1.66867483286,1.396124671,-0.725658878335,-0.666826833409,5.56077770136,1,1,3,1,pedestrian-left
pedestrian-right-425.jpg,0.51410125458,2.28068051157,0.33076235431,3.59042419805,-0.453338312094,-4.05050740315,3,1,0,2,pedestrian-back
pedestrian-back-407.jpg,-1.89380832685,-0.393089319177,-6.71993431638,-7.70883479455,0.496467064269,-5.83161741789,0,2,2,2,pedestrian-front
pedestrian-right-438.jpg,-3.08186567667,2.04116661357,3.40196932856,-0.373948388909,-1.54679352703,-8.24239712094,2,1,1,2,pedestrian-back
pedestrian-back-402.jpg,5.07723401597,-2.4030937535,-4.8476466567,-3.01043223947,3.61383289015,-3.16271499928,1,1,2,2,pedestrian-left
pedestrian-left-421.jpg,2.27644017555,3.40777647389,1.88997316747,2.87454853558,-2.18033754418,-5.91389474872,3,1,0,2,pedestrian-back
pedestrian-left-415.jpg,0.223646204772,-2.88208765479,-5.68957481962,-0.706249945413,2.49117826372,-4.40218348004,1,1,2,2,pedestrian-left
pedestrian-right-437.jpg,-1.74998262751,2.30959610657,0.989440269594,2.1373062076,-0.428959019781,5.43652192913,2,2,1,1,pedestrian-back
pedestrian-left-411.jpg,-6.24706325749,-0.426234310626,-0.374220307367,-6.75584044987,-2.41796318753,6.95972784694,0,1,3,2,pedestrian-front
pedestrian-back-445.jpg,8.04028112036,-1.05639253368,-3.2946419241,-1.75168824533,2.18921630912,-1.63233168691,1,1,2,2,pedestrian-left
pedestrian-front-438.jpg,3.69762633314,-0.499101946232,1.25884980367,-0.0232102823005,6.29223595949,1.15340983206,2,1,3,0,pedestrian-left
pedestrian-left-431.jpg,0.31885771927,2.6251902899,-2.58755181135,-1.90919642518,3.45711111216,3.98410180751,2,1,2,1,pedestrian-back
pedestrian-front-418.jpg,0.894491396676,-0.0388400174348,-4.89929109765,-3.63940870645,3.12795847912,-3.58747542477,1,1,2,2,pedestrian-left
pedestrian-left-424.jpg,4.88400436022,0.197771445221,2.7615413304,1.44783643296,2.20846734812,-2.66888980148,3,2,0,1,pedestrian-back
pedestrian-front-408.jpg,-1.79686768038,-4.05517233153,-5.8772199531,-7.55589238156,8.65554707287,-8.92864739654,0,2,2,2,pedestrian-front
pedestrian-right-431.jpg,1.03920771027,-0.403607311974,0.07252956233,-0.634613375201,1.87264018399,-1.67851104935,2,1,2,1,pedestrian-back
pedestrian-back-424.jpg,4.77994489876,-0.697596284802,5.63836645451,5.09161102424,-2.8909476667,7.52912262916,2,1,2,1,pedestrian-back
pedestrian-back-442.jpg,-1.15683243856,2.27879943476,-3.46953486803,2.87543279814,0.637354074519,-2.74739782246,1,3,0,2,pedestrian-front
pedestrian-back-444.jpg,-4.01213031374,-2.06120517337,-2.36287039398,-4.02146084342,2.02665821028,-6.17508040129,0,2,2,2,pedestrian-front
pedestrian-right-411.jpg,-0.121241388257,-2.09046184354,4.23531285216,1.95383826002,-2.78140671959,-0.257364800896,1,2,1,2,pedestrian-front
pedestrian-front-440.jpg,-5.37895615958,0.983768609737,3.60607461049,0.363151943767,-4.97404864023,0.462423437864,2,2,1,1,pedestrian-back
pedestrian-left-416.jpg,0.149730314706,3.85733657486,1.78728504325,3.39960220081,0.599830530679,2.42837924269,3,2,1,0,pedestrian-back
pedestrian-left-401.jpg,8.31923892802,2.42685486154,-1.50014753414,2.64631558501,-5.06811075791,-5.2384744361,2,1,0,3,pedestrian-right
pedestrian-right-445.jpg,4.36693187252,2.60524715453,0.11362357471,-3.36248910021,-1.49984870768,0.127247207539,3,0,2,1,pedestrian-back
pedestrian-front-413.jpg,-2.38332823962,-4.96403410419,-4.85141979997,-3.21693670033,-0.495013828943,-6.74908514151,0,1,2,3,pedestrian-front
pedestrian-back-403.jpg,3.77754870798,-1.6012870253,-2.22066829357,-0.689992570706,1.62170212072,-3.83688063061,1,1,2,2,pedestrian-left
pedestrian-right-412.jpg,1.98084138103,4.72835756559,3.65431865898,4.63893400916,-6.37403438131,7.58755004089,3,1,1,1,pedestrian-back
pedestrian-back-449.jpg,1.63600715573,-0.373874654168,-4.68456900455,0.503961318645,2.8514584011,-4.60241099251,1,2,1,2,pedestrian-front
pedestrian-left-439.jpg,2.0227933743,0.492242909216,0.421603031582,3.01808963785,-2.87313494699,3.81134063594,3,1,1,1,pedestrian-back
pedestrian-front-431.jpg,0.0765439572902,-5.90112924863,-2.0143077617,-2.75163982217,4.21763304677,2.83062470655,1,1,3,1,pedestrian-left
pedestrian-right-427.jpg,-9.52245152995,0.34889951693,-1.79540765362,3.69780903882,-5.83142417824,4.72760750306,1,2,1,2,pedestrian-front
pedestrian-front-449.jpg,-3.71643456594,-3.58239856518,-6.87665058042,-3.46698628191,3.03353781648,-1.25386681675,0,2,2,2,pedestrian-front
pedestrian-back-411.jpg,9.54256302123,2.94472316579,-0.036703359993,1.23886724876,0.769587454177,-1.47796430663,2,2,0,2,pedestrian-back
pedestrian-back-416.jpg,-3.60268511317,-2.46232397727,-4.18980836981,-6.67467763242,4.93486169999,-0.133703656208,0,2,2,2,pedestrian-front
pedestrian-right-410.jpg,-2.27639494058,0.112339030172,0.502721749125,-2.88946954301,0.321459177536,3.59744386323,2,2,2,0,pedestrian-back
pedestrian-back-443.jpg,5.25019897403,-1.44212621159,-1.23693088677,3.09045566399,-0.289352708632,3.42985317866,1,1,2,2,pedestrian-left
